text,label,text_original,text_recovered,n_obf_detected,recovery_log,has_obfuscation
moma said no pussy cats inside my dog house& that's what got bro nem locked inside the dog pound,0,RT @StonerBoii2cold: &#8220;@TreVaughnLG: Moma said no pussy cats inside my dog house&#8221; that's what got bro nem locked inside the dog pound !!,moma said no pussy cats inside my dog house that is what got brother nem locked inside the dog pound,0,,0
tryna get to home like base to base to base closet looking like planet of the bathing apes,0,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",trying to get to home like base to base to base closet looking like planet of the bathing apes,0,,0
ayo unblock me so i ca tell you how garbage yo bitch ass playing,1,Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....,ayo unblock me so i ca tell you how garbage yo bitch ass playing,0,,0
this one bitch dont feel the same no more an henny dont really kill the pain no moree,1,this one bitch dont feel the same no more an henny dont really kill the pain no moree,this one bitch do not feel the same no more an henny do not really kill the pain no moree,0,,0
if dey go to linch together she gon eat that pussy befo they come back,1,"if dey go to linch together, she gon eat that pussy befo they come back....",if dey go to linch together she going to eat that pussy befo they come back,0,,0
casey matthews is so trash this is big,0,Casey Matthews is so trash this is BIG,casey matthews is so trash this is big,0,,0
i hate a wishy washy bitch,1,I hate a wishy washy bitch,i hate a wishy washy bitch,0,,0
is so excited about his red velvet brownie,0,@NoMeatballs @mtaraban is so excited about his red velvet brownie.,is so excited about his red velvet brownie,0,,0
every female owns a thong if she wear thongs she a hoe lol& both facts,1,&#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts,every female owns a thong if she wear thongs she a hoe laughing out loud both facts,0,,0
"gotta love tanner country hoes and all,haha",1,"@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!",got to love tanner country hoes and all haha,0,,0
two dyked fightin over a bitch lol gtfoh,1,Two dyked fightin over a bitch lol gtfoh,two dyked fightin over a bitch laughing out loud gtfoh,0,,0
now beaners drive em,1,@TheREALJB1RD Now beaners drive em.,now beaners drive them,0,,0
but rich is a light skin coon so it's expected,0,But rich is a light skin coon. So it's expected.,but rich is a light skin coon so it is expected,0,,0
"""i fucked your bitch cause she gave me a boner she went down twice like adrien broner",1,"RT @OfficiallyIce: RT @Manatti23: ""I fucked your bitch cause she gave me a boner, she went down twice like Adrien Broner..."" #FreckBars",i fucked your bitch because she gave me a boner she went down twice like adrien broner freckbars,0,,0
proud to be a redneck patriot,0,Proud to be a redneck patriot :) @Docs357 @Cats_lmbo @KoichicCheryl @bja_tw @yrwol7 @DavesGrill,proud to be a redneck patriot,0,,0
you look like fucking shrek bitch,1,@DangItsTiff you look like fucking shrek bitch,you look like fucking shrek bitch,0,,0
i got my own legacy bitches fuck yall legacy,1,"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn",i got my own legacy bitches fuck you all legacy,0,,0
don't forget we gotta take out trash and need milk.and spermicidal lube,0,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,do not forget we got to take out trash and need milk and spermicidal lube,0,,0
u sure tha bitch ain't slumped over dead lol the thots is out here,1,U sure tha bitch ain't slumped over dead ? Lol &#8220;@GucciLikeSushi: The thots is out here ! ! http://t.co/Lb9I8rHTmV&#8221;,you sure tha bitch is not slumped over dead laughing out loud the thots is out here,0,,0
ugh,0,@Yankees ugh,ugh,0,,0
;chillin& with my homie or what& ;s left of him& british rapper turned isis jihadi poses with severed head,0,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,chillin with my homie or what is left of him british rapper turned isis jihadi poses with severed head tcot,0,,0
i gots to be bein colored and all,0,"@NYRKelsMads 
I gots to be bein colored and all",i gots to be bein colored and all,0,,0
nice profile pic fag,1,@jennaferjenbub nice profile pic fag,nice profile pic fag,0,,0
annoying yelling bint next door has locked herself out,0,Annoying yelling bint next door has locked herself out.,annoying yelling bint next door has locked herself out,0,,0
i hate ratchet country hoes i'm ashamed,1,I hate ratchet country hoes I'm ashamed,i hate ratchet country hoes i am ashamed,0,,0
r u a faggot,1,@KingLiibax r u a faggot?,are you a faggot,0,,0
ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,1,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,your avi prolly shoot dust out your phone because that shit so old you cat fishing the bitches on here laughing out loud,0,,0
the guinea fowls are not what they seem,0,The guinea fowls are not what they seem.,the guinea fowls are not what they seem,0,,0
when my teacher says basic algebra i think of basic bitches&,1,When my teacher says basic algebra I think of basic bitches&#128514;&#128514;,when my teacher says basic algebra i think of basic bitches,0,,0
thanksgiving with some ignore the chink eyes,1,Thanksgiving with some #fam #Shaylay ignore the chink eyes http://t.co/uyVc2QDG,thanksgiving with some fam shaylay ignore the chink eyes,0,,0
tommy voeckler keeps the yellow andy schleck does the break of the tour and contador is broken incredible day for,0,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf",tommy voeckler keeps the yellow andy schleck does the break of the tour and contador is broken incredible day for tdf,0,,0
its time amend 14th amendment it was written to protect newly freed ex slaves its lived its purpose time to end anchor baby loophole,0,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole,it is time amend fourteenth amendment it was written to protect newly freed ex slaves it is lived it is purpose time to end anchor baby loophole,0,,0
you a faggot if you eat pork chops,1,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",you a faggot if you eat pork chops,0,,0
why do people bring their children to the salon this mexican bitch needs her animals on a leash for real,1,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real.",why do people bring their children to the salon this mexican bitch needs her animals on a leash for real,0,,0
chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,0,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,0,,0
nigga fuck you some plano schools go hard then a bitch way better than richardson,1,@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,nigga fuck you some plano schools go hard then a bitch way better than richardson,0,,0
how are yankees games on the radio good announcers,0,@Titan4Ever2488 how are Yankees games on the radio? Good announcers?,how are yankees games on the radio good announcers,0,,0
"""i hope this bitch ain't a catfish",1,"RT @YaBoyKip: ""I hope this bitch ain't a catfish"" http://t.co/56JKqioEPE",i hope this bitch is not a catfish,0,,0
stevie j turned a hoe ;into a housewife& and nikko turned a housewife& into a hoe& !i swear this shit can happen,1,RT @GOLDBONEQUEEN: Stevie J turned a hoe &#128111;into a Housewife&#128129;&#128141;&#128142; and Nikko turned a Housewife&#128582; into a hoe&#128111;&#128111;&#128131;&#9757; !!I swear this shit can happen,stevie j turned a hoe into a housewife and nikko turned a housewife into a hoe i swear this shit can happen,0,,0
"""i let ma chain hang low ""two chains ""gold all in ma chain ""i keep a chain ana hoe ""niggas staring at ma chai&",1,"RT @Salaayah: ""I let ma chain hang low...""
""Two chains...""
""Gold all in ma chain...""
""I keep a chain ana hoe...""
""Niggas staring at ma chai&#8230;",i let ma chain hang low two chains gold all in ma chain i keep a chain ana hoe niggas staring at ma chai,0,,0
the new nature area replacing indian boundary park's former zoo is expected to attract a variety of migratory birds,0,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;,the new nature area replacing indian boundary parks former zoo is expected to attract a variety of migratory birds http,0,,0
she went all the way to home depot just to take a sink pic i hate you hoes,1,RT @Trap_Jesus: RT @StrangePintura: &#128557; RT @TheRealTenski: She went all the way to Home Depot just to take a sink pic I hate you hoes http://&#8230;,she went all the way to home depot just to take a sink pic i hate you hoes http,0,,0
fuck off bitch,1,@b_shiznitt fuck off bitch,fuck off bitch,0,,0
"when kanye said ""mayonnaise colored benz i push miracle whips",0,"RT @dontesydnor: when kanye said ""mayonnaise colored benz, i push miracle whips"" http://t.co/iizYdfbZCg",when kanye said mayonnaise colored benz i push miracle whips,0,,0
you pussy,1,@Zach_Thein you pussy,you pussy,0,,0
brass monkey dat funky monkey,0,brass monkey dat funky monkey http://t.co/NaDoF9QqDa,brass monkey that funky monkey,0,,0
stephen a smith responds to people calling him an uncle tom/sell-out!&,0,RT @PLANES_OVAlames: Stephen A. Smith Responds To People Calling Him An Uncle Tom/Sell-Out!&#128175; http://t.co/scC8STdMgU,stephen a smith responds to people calling him an uncle tom sell out,1,tom/sell-out!&,1
